phase,time_s,teacher_action0,teacher_action1,teacher_action2,teacher_action3,hold_s,forward_ft,position_error_ft,cross_track_ft,altitude_ft,forward_speed_fps,lateral_speed_fps,mission_ground_forward_speed_fps,mission_ground_cross_speed_fps,vertical_speed_fps,heading_error_rad,heading_error_deg,pitch_rad,roll_rad,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,rotor_rpm,physical_collective_cmd,physical_elevator_cmd,physical_aileron_cmd,physical_rudder_cmd,vs_des_fps,vertical_bias_effective,collective_residual,mapped_physical_elevator_cmd,settle30_s,mode,vertical_bias_state,feedforward_mode,feedforward_collective,requested_physical_collective,applied_physical_collective,hover9_s,touchdown_elapsed_s,ramp_baseline_collective,ramp_rate_per_s,contact_collective_reference,vs_error_fps,desired_physical_collective,wow_detected,max_compression_ft,target_landed_collective,landed_hold_s
pre_descent_hold,0.8249999999999998,-0.46897125244140625,-1.0,-0.04105009883642197,0.003446016227826476,0.0,294.75156018577155,5.248439814228448,1.9599099707314012,299.2552254080042,0.8472805039587601,-0.10728568217439277,0.8475102724374469,-0.10592439197847778,0.0007483526724631154,0.0020385046944166874,0.11679771550768178,-0.004529285995984776,-0.050240924003003735,6.900990137427497e-05,0.00021049030566304823,-3.299692541273458e-05,323.46329383625726,0.6059308624267578,-0.18,0.18988269743025304,0.39013784064911305,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,0.8999999999999998,-0.46900004148483276,-1.0,-0.0408063568174839,0.003444861387833953,0.0,294.81496170855183,5.185038291448166,1.9519060092662286,299.25528409925846,0.8432041361854405,-0.1088918412179752,0.843437057025425,-0.10754535388625884,0.0008171208316327377,0.0020353727395656662,0.11661826771309274,-0.004513957106953417,-0.0502356361394341,7.192770580153094e-05,0.00020096112726113023,-2.968954861404713e-05,323.46403177289267,0.6059299987554551,-0.18,0.18988903472274543,0.3901377944555134,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,0.9749999999999998,-0.4690285921096802,-1.0,-0.04056546092033386,0.003443700959905982,0.0,294.87805615710835,5.121943842891653,1.9437807098194113,299.2553480390843,0.8390850437944959,-0.1104919586892129,0.8393211358754822,-0.10916025981825676,0.0008883968565692353,0.002032498973050245,0.1164536130204531,-0.004499323199536481,-0.05023013948870733,7.458508961225035e-05,0.00019165968274243358,-2.7136062104709077e-05,323.4647679159902,0.6059291422367096,-0.18,0.18989529801607133,0.39013774803839624,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.0499999999999998,-0.46905672550201416,-1.0,-0.04032747820019722,0.00344253471121192,0.0,294.94084038462375,5.059159615376245,1.935534561382224,299.25541742273435,0.8349247562150254,-0.11208549550759016,0.8351640319786922,-0.11076861735315342,0.0009621639832999868,0.002029824772216582,0.11630039259911383,-0.0044853706301130405,-0.050224452575849794,7.700645416957917e-05,0.00018256080446188745,-2.537296783038221e-05,323.46550248571447,0.6059282982349395,-0.18,0.18990148556679487,0.3901377013884485,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.1249999999999998,-0.46908462047576904,-1.0,-0.040092043578624725,0.0034413603134453297,0.0,295.00331136092774,4.996688639072261,1.9271680529331963,299.2554924356932,0.8307247907840122,-0.1136719698822012,0.8309672557311927,-0.11236999215909851,0.001038400242483372,0.0020272893890638244,0.11615512584501225,-0.0044720886296803234,-0.050218591937605216,7.921643752073254e-05,0.0001736266057566704,-2.4422709733934733e-05,323.4662356362693,0.605927461385727,-0.18,0.18990760686695576,0.39013765441253784,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.1999999999999997,-0.4691121578216553,-1.0,-0.03985906392335892,0.003440174972638488,0.0,295.06546616472673,4.934533835273271,1.918681737175588,299.2555732439073,0.8264866189267255,-0.11525095770120242,0.8267322712321572,-0.11396400769101703,0.0011170822980536878,0.002024830976800729,0.11601426919803368,-0.0044594686050427376,-0.050212572655760936,8.12273880164357e-05,0.0001648414397308083,-2.429360516032141e-05,323.4669674723725,0.6059266352653503,-0.18,0.18991366433799267,0.39013760699890554,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.2749999999999997,-0.4691392779350281,-1.0,-0.03962811827659607,0.0034389826469123363,0.0,295.12730198359895,4.872698016401046,1.9100761752989817,299.2556600556527,0.8222116763463867,-0.11682209079007257,0.822460506612706,-0.11555034297747395,0.001198194733236714,0.002022387573248796,0.11587427248686065,-0.004447502548242356,-0.05020640914241249,8.304643939512657e-05,0.0001562047666461681,-2.497976337744881e-05,323.4676980556674,0.6059258216619492,-0.18,0.18991966892480852,0.3901375593058765,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.3499999999999996,-0.469166100025177,-1.0,-0.03939926624298096,0.0034377779811620712,0.0,295.1888161114037,4.811183888596304,1.9013519582251042,299.25575303362257,0.8179013762274114,-0.11838505657971693,0.8181533673180063,-0.11712873093412864,0.0012817214076234415,0.002019898127378905,0.11573163774518962,-0.004436182274277773,-0.05020011530945347,8.467932785113344e-05,0.00014771952699230438,-2.6461216865239806e-05,323.4684274284196,0.6059250169992447,-0.18,0.18992561907768252,0.3901375111192465,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.4249999999999996,-0.46919262409210205,-1.0,-0.039172396063804626,0.0034365630708634853,0.0,295.25000594827867,4.74999405172133,1.8925096768640737,299.2558523763264,0.8135571140670458,-0.11993959710572082,0.8138122410541119,-0.11869895633299797,0.0013676419613700575,0.00201730353122187,0.11558297833585066,-0.004425499319834392,-0.05019370467698485,8.613166515776697e-05,0.00013938709841788174,-2.8704596122799183e-05,323.46915562385857,0.6059242212772369,-0.18,0.1899315177023411,0.39013746252283454,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.4999999999999996,-0.4692188501358032,-1.0,-0.038947224617004395,0.0034353346563875675,0.0,295.3108689928668,4.689131007133199,1.883549956108111,299.25595824646007,0.8091802670793875,-0.12148550701638766,0.8094384973413412,-0.12026085320272825,0.0014559351168651306,0.0020145476059609813,0.11542507544974823,-0.004415445033624451,-0.05018719029092622,8.741127988943697e-05,0.00013120716360596232,-3.166386299660484e-05,323.46988266616614,0.6059234344959259,-0.18,0.1899373721599579,0.3901374133862555,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.5749999999999995,-0.46924489736557007,-1.0,-0.03872373700141907,0.003434092504903674,0.0,295.37140285268237,4.628597147317635,1.8744734293357594,299.25607082299894,0.8047721924750818,-0.12302263239690257,0.8050334859082932,-0.12181430269946644,0.0015465735510149705,0.002011578027506733,0.11525493113738682,-0.004406010618766231,-0.05018058461052752,8.852573186310141e-05,0.00012317882755175254,-3.5281192652014536e-05,323.4706085795143,0.6059226530790329,-0.18,0.1899431828379631,0.39013736370019614,,,,,,,,,,,,,,,,,,,,,,
pre_descent_hold,1.6499999999999995,-0.4692707061767578,-1.0,-0.03850173205137253,0.003432838013395667,0.0,295.4316052285566,4.5683947714434225,1.8652807256662576,299.25619028817664,0.8003342261875113,-0.12455086822247213,0.800598535564339,-0.12335923010695475,0.0016395269239512893,0.002008347169372815,0.11506981660210781,-0.004397187112136604,-0.050173899578487766,8.948224124017548e-05,0.00011530112193672169,-3.948823375251924e-05,323.4713333844727,0.6059218788146973,-0.18,0.18994895496666434,0.3901373135205358,,,,,,,,,,,,,,,,,,,,,,
