time_s,forward_ft,position_error_ft,forward_speed_fps,cross_track_ft,lateral_speed_fps,altitude_ft,vertical_speed_fps,heading_error_deg,pitch_deg,roll_deg,action0,action1,action2,action3,physical_aileron_cmd,stop_hold_s,lateral_hold_s,full_hover_hold_s
15.149999999999999,204.4618908103896,95.5381091896104,5.387529803636595,-2.801571516037883,0.12223963049274192,303.99736859364975,-0.3408981113404108,0.11290056684632743,0.1843671344298323,-2.845216897690844,-0.5483954548835754,-0.5758761763572693,-0.22495262324810028,-0.0009380855481140316,0.1851012317955494,0.0,15.149999999999945,0.0
15.225,204.8653479941333,95.13465200586671,5.36916595163976,-2.7902792982811757,0.12122314371328671,303.9716883670162,-0.3438883975402495,0.11821738783726107,0.17440872380657751,-2.845664140806558,-0.5476779937744141,-0.5776739120483398,-0.22426502406597137,-0.0009262230596505105,0.18511910937428475,0.0,15.224999999999945,0.0
15.299999999999999,205.2674387168682,94.73256128313179,5.351195545549538,-2.7790207243881677,0.12021841160603716,303.9457881164799,-0.34676546021996274,0.1235838420538492,0.16468355518259292,-2.8461036085973994,-0.5469489097595215,-0.5799509882926941,-0.22365503013134003,-0.0009141734917648137,0.18513496921658518,0.0,15.299999999999944,0.0
15.375,205.66819207815303,94.33180792184697,5.33360758925039,-2.767795092186196,0.11923269296070721,303.91967636139725,-0.3495283154265179,0.12891717259723695,0.1552082830726145,-2.846542626775584,-0.5462079644203186,-0.5827263593673706,-0.22313548624515533,-0.0009019225253723562,0.18514847735762596,0.0,15.374999999999943,0.0
15.45,206.06763637397574,93.93236362602426,5.316390431666621,-2.756601733407667,0.11827218849047541,303.89336169920534,-0.35217602695356603,0.13413602717868975,0.14600018762115216,-2.846989245842636,-0.5454551577568054,-0.5860137343406677,-0.22271834313869476,-0.0008894519996829331,0.18515932307839394,0.0,15.449999999999942,0.0
15.524999999999999,206.46579900342613,93.53420099657387,5.299531752547717,-2.745440111409354,0.11734191354604873,303.8668528087196,-0.3547077267727914,0.13916183975974777,0.13707698569613366,-2.847452100367626,-0.544690728187561,-0.5898219347000122,-0.22241570055484772,-0.0008767517865635455,0.18516719178557398,0.0,15.524999999999942,0.0
15.6,206.86270646609805,93.13729353390195,5.28301856593658,-2.7343098679123083,0.11644559491829015,303.8401584142848,-0.357122628522648,0.14392014723217164,0.12845662616739156,-2.847940279140512,-0.5439148545265198,-0.594154417514801,-0.22223813831806183,-0.0008638150175102055,0.1851718084037304,0.0,15.599999999999941,0.0
15.674999999999999,207.25838427913402,92.74161572086598,5.266837234399223,-2.7232108867294165,0.11558559095648907,303.8132872955771,-0.3594200478080707,0.14834181909773353,0.12015706980168146,-2.8484631643728773,-0.5431280732154846,-0.5990083813667297,-0.22219541668891907,-0.0008506319136358798,0.1851729191660881,0.0,15.67499999999994,0.0
15.75,207.65285694352045,92.34714305647955,5.250973477749681,-2.712143353249239,0.11476283628546338,303.78624830387525,-0.36159940532674806,0.15236418054077677,0.11219604763321828,-2.849030270508033,-0.5423306226730347,-0.6043760180473328,-0.22229622304439545,-0.00083720259135589,0.18517029820084574,0.0,15.74999999999994,0.0
15.825,208.04614788187075,91.95385211812925,5.235412398799257,-2.701107805418512,0.11397681161096951,303.7590503002011,-0.36366024387204515,0.15593200991998346,0.10459082425052275,-2.849651088619685,-0.541523277759552,-0.6102429628372192,-0.222547709941864,-0.0008235271670855582,0.18516375954151154,0.0,15.824999999999939,0.0
